Name,Original Title,Korean Name,Show Type,Release Year,Age Rating,Duration,Episodes,Seasons,Years,Rating,Number of Ratings,Number of Ratings (num),Poster Link,Trailer Link,Genres,Description,Stars,Streaming Services
The Light in Your Eyes,Nooni Booshige,?? ???,TV Series,2019,N/A,1h,12,1,1,7.8,1.3K,1300,https://m.media-amazon.com/images/M/MV5BNDY4MzUwOGYtN2ZhNy00MDg3LTkxNjgtYzc5NTZiNjEwNmM1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2028061465/1434659607842-pgv4ql-1636719044588.mp4?Expires=1730932722&Signature=ruYqtYU2n78X~bLpdxhqM8ntwEXz18hFNkWTFdmUeumDE7iRuMAqnT3k0q0lYOJ0mAln1T76vYsr1yauGb8Y2xHOZFgT6gBhzP37Pe~kLEus~9ZucFXatFinLOaQmUYtEnVo6HbnzmHa0Za46gmV7pJrWADxSklFU0gjPylCHS5tiFLNb1E~A8spQ-pk73Noe6mp9PNwNN5t7TOc5z4ML7g863nVHLOu0BN2I0U3s-W-3zeFlZoYFmNnF1LvygQaja703KCCs7XPR6bCHgyFZk2I05KU-i6kdwNsmxBDmHkk40qNudqHOZxpepXZ3m17TCP0T8TmkUD~X8rdxsHpTQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Fantasy, Romance",This story is about a woman who loses all her time before she can use it up and a man who gives up all of his radiant moments and lives a lethargic life.,"Han Ji-min, Kim Hye-ja, Nam Joo-hyuk","Watch on Freevee (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.09d5638e-c7b7-4ada-a251-a34921afee0c?ref=imdb_web&autoplay=1&ref_=imdbref_tt_wbr_shv__fdv&tag=imdbtag_tt_wbr_shv__fdv-20), Watch on Netflix (https://www.netflix.com/watch/81211166), Watch on Tubi (https://tubitv.com/)"
Train,N/A,???,TV Series,2020,N/A,1h,12,1,1,7.8,1.3K,1300,https://m.media-amazon.com/images/M/MV5BNjhkNTAxOGItMjdjNC00ZThjLTkzNGEtNjdjODRkZTlhNDI1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Fantasy, Mystery, Sci-Fi, Thriller",A sci-fi melodrama about a man who tries to protect his beloved from a serial killer in a parallel universe.,"Yoon Shi-Yoon, Kyung Soo-jin, Lee Hang-na",N/A
Queen In-hyun's Man,N/A,????? ??,TV Series,2012,N/A,45m,16,1,1,7.8,1.3K,1300,https://m.media-amazon.com/images/M/MV5BNmQ4MTk5MGEtMWZjNy00Y2Y5LWE4ODQtMWIwZmEyOTRhODhjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Fantasy, Romance","Kim Boong Do is a scholar who travels 300 years into the future of modern Seoul and meets Choi Hee Jin, a no-name actress who is expecting a career renaissance through her role as Queen In Hyun in a TV drama.","Yoo In-na, Ji Hyun-woo, Eom Hyo-Seob","Watch on The Roku Channel (https://therokuchannel.roku.com/details/ea22bc32d63157c18b56adfe3857bcb6), Watch on Tubi (https://tubitv.com/)"
Doctor Prisoner,Dakteo Peurijeuneo,?? ????,TV Series,2019,N/A,35m,32,1,1,7.6,1.3K,1300,https://m.media-amazon.com/images/M/MV5BODIxMGYzMjAtOTYxZS00ZDc5LWIyYWYtMWM1ZDVlMmEyYTkzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2566832921/1434659607842-pgv4ql-1636534416158.mp4?Expires=1730935816&Signature=gIF-8A0Q4yJxIXkumKopSm06n2keyB91allwFxvbE623rog97ISL9L871avQvnAGEUwy4vwx1R8ie9FVDEGV9JR7qS39LMupctE3aMCcGPwRa3ivxR4gg1D2RHuiZ3Z5cnb58yb84i5UxPXSCJ-f0QaQG01Dg7cC0JwKFLDDhjgGCR0azrOOdR7S0nymwq5abakNNbEzHjrgbtgW6qUcLiKvZGmayxw3F46EUTJT-5SyADut0lFY-8QtGCLtPXz5DWrNy757BJy4XTLc6~7x2ZrF8biTKK~d5zIMiea4lgdg2l3kUzXpIKqXlgSCeJUf5G628TIMFCPPvbH6sW1Aug__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Drama, Mystery, Thriller","Doctor Prisoner centers around an ace doctor in a university hospital's emergency care center, a skilled professional who treats his patients with full devotion and without discrimination.","Kim Byeong-cheol, Min Nam-koong, Nara",N/A
The Veil,Geomeun Taeyang,?? ??,TV Series,2021,N/A,1h 10m,12,1,1,7.6,1.3K,1300,https://m.media-amazon.com/images/M/MV5BMGJlNDZhNDMtNDExNy00NWNmLTk5NjAtNTU4MjViOGM0OGRiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Korean Drama, Action, Crime, Drama, Mystery, Thriller","A spy investigation show with a story about a top National Intelligence Service (NIS) agent. In his endeavor to uncover the internal traitor that brought him to his downfall, he confronts a much bigger enemy behind the organization.","Min Nam-koong, Park Ha-seon, Kim Ji-eun","Watch on Best TV Ever (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.40b1a414-84aa-0c6f-d342-101b41f67f2b?ref_=imdbref_tt_wbr_shv__pvc_bestevertv&tag=imdbtag_tt_wbr_shv__pvc_bestevertv-20), Watch on Hulu (http://www.hulu.com?d=Amazon), Watch on The Roku Channel (https://therokuchannel.roku.com/details/497116d24a815316b4780b147f4b96d2), Watch on Tubi (https://tubitv.com/), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.50a9f786-e949-739c-0734-4b4816f61bd6)"
True to Love,Bo-ra! Deborah,??! ???,TV Series,2023,N/A,1h 10m,14,1,1,7.6,1.3K,1300,https://m.media-amazon.com/images/M/MV5BYjAzMzI1YTMtODMyMy00ZWFjLTgzOWItODJiMzJlZTk0ZWVlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Romantic Comedy, Comedy, Romance","A romantic comedy between Deborah, the greatest love coach, and Lee Soo-hyeok, a publishing planner who has difficulty loving.","Hong Hwa-Yeon, Yoo In-na, Yoon Hyun-min",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b3e283f4-823c-4b4d-a1c2-3568be175ec5)
Awaken,Najgwa Bam,???? ???,TV Series,2020-2021,N/A,1h 5m,16,1,2,7.5,1.3K,1300,https://m.media-amazon.com/images/M/MV5BMWQ2ZjA2ZDMtYzAzNS00MmUxLWFhYTgtZDA1ZDhkZjIzZGRmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi965722905/1434659607842-pgv4ql-1635424391058.mp4?Expires=1730935870&Signature=PUmYPs9FGcP7Hk1Lho6cG3M-8p1nMTTuDZ03Iq-Vpf85qz9BQXg1l2JJs-r9wsHo5lxc1L~e~bsuaGhmJUqcL9a-EAsUfybi03hEp7QB~rrUU4mM2iaHryhA4MRa4o9wl-A9bmiGNZLDrQMS3vd5h3eNQItIGi6MSpOmsf0LVQbtLIjSPOlFPFUw9K7Rcc-Eh7mkfZtO53SBWZjyV8FLGYDoeNMiFfOebHuRYgXum8Qx7ZRnC4mCHM5lPPEdCR9GEjsys3iA9eG-zKwz73x3LrRCZYl~AwzKuRChoYKWsAjxmhGX5H3xGIR-cbKmYZXpUtiaWHFJltlliaywMvDGGw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Fantasy, Mystery, Romance",It's a story about what happened in a village 28 years ago that relates to the string of murders that have been occurring in the present day.,"Min Nam-koong, Kim Seol-hyun, Lee Chung-Ah",Watch on Netflix (https://www.netflix.com/watch/81357304)
"Marriage, Not Dating",Yeonae Malgo Gyeolhon,?? ?? ??,TV Series,2014,N/A,1h 5m,16,1,1,7.5,1.3K,1300,https://m.media-amazon.com/images/M/MV5BMmRhOGNmOTItMjg5OC00MDkyLTkxOWQtZGNkNzFlYWM2YTVhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Romance","Before Joo Jang Mi can propose to her boyfriend, he has his best friend, Gong Gi Tae, help him break up with her. Meanwhile, Gi Tae is eager to remain single, but as his family insists he marries, he proposes a fake engagement to Jang Min.","Han Groo, Yeon Woo-jin, Jeong Jin-woon","Watch on Freevee (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.c47471b8-c90e-4a2c-802a-283583c534b1?ref=imdb_web&autoplay=1&ref_=imdbref_tt_wbr_shv__fdv&tag=imdbtag_tt_wbr_shv__fdv-20), Watch on Tubi (https://tubitv.com/)"
Beautiful Gong Shim,Minyeo Gongsimi,?? ???,TV Series,2016,N/A,1h 10m,20,1,1,7.3,1.3K,1300,https://m.media-amazon.com/images/M/MV5BMjQzNjc2N2MtNWQwZi00NjI1LTk5NjItNmJiODhmZmU2OTRkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Crime, Drama, Romance","Gong Shim rents out her rooftop room to a pro-bono lawyer in order to fund her art study abroad, consequently turning her life upside down.","Bang Minah, Min Nam-koong, On Joo-Wan",N/A
Life on Mars,La-i-peu on Ma-seu,??? ? ??,TV Series,2018,N/A,1h 5m,16,1,1,8.1,1.2K,1200,https://m.media-amazon.com/images/M/MV5BYzdkZmI5YWMtZjllZS00ZDRmLWEzNTItYmYyOGYzZDE0YjBmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Crime, Drama, Mystery, Sci-Fi, Thriller","While investigating a serial murder case, Han Tae Joo gets into an incident. When he wakes up, he finds himself back in 1987. To get back to his present world, he must solve the murder case.","Jung Kyung-ho, Park Sung-woong, Ko Ah-sung",N/A
The Greatest Love,Choegoui Sarang,??? ??,TV Series,2011,N/A,N/A,16,1,1,7.7,1.2K,1200,https://m.media-amazon.com/images/M/MV5BYzhkYmUyNTctNzc4Yy00ODU1LTk0NmMtYzM0MDcyYWNlYmVjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance","Gu Ae-Jeong, a wash out idol, meets famous actor Dokgo-Jin by chance. Off to a bad start, a series of rumors makes them get involved in each other's careers and boosts Ae-Jeong's popularity enough to participate in a match making show.","Yoo In-na, Yoon Kyesang, Kong Hyo-jin",N/A
Wonderful World,N/A,??? ??,TV Series,2024,N/A,N/A,14,1,1,7.6,1.2K,1200,https://m.media-amazon.com/images/M/MV5BM2FlNzE3MmQtYTFhOS00YzJmLWFmZTYtZTJiZWE1Njk3MTllXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi2913519129/1434659607842-pgv4ql-1709718657557.mp4?Expires=1730931707&Signature=UE6zpAYoxRfnu2c3zLeVGvblXw-UDU1WTRTANcglcVRqoRcJVpoJvHhAYCfiFZxAJr8O6Lzu6mJPx7YcwtMpgVjaa4-zrhSShQniYrDfKOkl25rYhJtgQanYRQsZt0GSqrjMq1vOWnlyaJWFC2F2GvZTvTm1fkKygMKyu~VQR1yliwrcNkoWpHHuf-I2Cj8Xf6YjCd~Amlas5oSOEQZoeq0Nr2ivtBP~tsswCv0y4mCN9mQuWnZWkzgtdFAd9NCFLsZHNiJPrgnjicIU0x19hI~b06xYr2XxfJx3RDEpRdzL7~WlZhBxgQ-MbBp5BN0J0oVgEuakqE6S6b0Gh0wB8Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Thriller","Psychology professor and writer Eun Soo Hyun's world shatters when her son suffers an unpunished injustice. Seeking vengeance, she unexpectedly discovers solace helping others embroiled in comparable cryptic cases.","Kim Nam-ju, Im She-mi, Cha Eun-woo",Watch on Tubi (https://tubitv.com/)
Hyena,N/A,????,TV Series,2020,N/A,1h,16,1,1,7.6,1.2K,1200,https://m.media-amazon.com/images/M/MV5BYjlmZDZiMjAtOTk0Zi00MTNhLWExNzctMzExNWIwZDNlMTdkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi686867225/1434659607842-pgv4ql-1635485925965.mp4?Expires=1730932733&Signature=RVbo7I6AvBi-1t4W9DQ2LsXYkLmKAqbpZxOGtaW83yjg5EuK5Q4nibHW8u5MXdmxU3Fox5pz1ehZusqbSVB3WEeMTMKYdZgAAnj2oiS6rMvPnMNZtwrIXeffNEg3VtOyWF1t9Zpy45TlYjsp4ezgbH~qkuuMziOtiTWxgLKGBUj5eAN5PP-DajpKrweEaOQNqhnDqts6t-Zv-aWUP1PhQb9zkl2Z8fZYxWF7jglmM7LZRqD6X3-khAEsD5J6CV3gCEJN6upoTbDzwnwRjHLICLAagSZjhpDTw2uAcOfKiiZE~cSGEGXzt4Psur-4RXupC2QsmGAphwpJ-w4RnGrjTw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Legal Drama, Drama, Romance","'Hyena' deals with very competitive, private lawyers who only work for the richest 1% of society.","Ju Ji-hoon, Kim Hye-su, Lee Kyoung-young",Watch on Netflix (https://www.netflix.com/watch/81177545)
Tell Me What You Saw,N/A,??? ???,TV Series,2020,N/A,1h,16,1,1,7.6,1.2K,1200,https://m.media-amazon.com/images/M/MV5BZTdmN2UzMTEtODY5YS00OTJjLTg1MDItZjI2ZDM1NzM0ZWU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Mystery, Thriller",An eccentric genius profiler works with a detective with photographic memory and a police chief to go after a serial killer who was thought to be dead.,"Jang Hyuk, Sooyoung Choi, Jin Seo Yun","Watch on The Roku Channel (https://therokuchannel.roku.com/details/4f6d02d71e7651d7affe630ebf710cb8), Watch on Tubi (https://tubitv.com/)"
Pasta,N/A,???,TV Series,2010,N/A,N/A,20,1,1,7.5,1.2K,1200,https://m.media-amazon.com/images/M/MV5BNzE2Y2I3YzAtZDIzNy00MzExLWFjYjYtM2YyYzk1MDI1MzQ0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance","""Pasta"" is an unconventional love story that revolves around the kitchen of an Italian restaurant, La Sfera.","Kong Hyo-jin, Lee Sun-kyun, Lee Hanee",N/A
The Law Cafe,N/A,??? ????,TV Series,2022,N/A,1h 8m,16,1,1,7.4,1.2K,1200,https://m.media-amazon.com/images/M/MV5BMTFlNmRjMTgtODc1Zi00YThkLThlMzgtNTA3ZGI3NWQzNjlhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3664560665/1434659607842-pgv4ql-1662108798838.mp4?Expires=1730932849&Signature=d6qvlom8R1S1GYXuUrj5SmE0qhMAo4Art-8eFDdnjWjNlWNgBP-d5KjM0PWG0XTqffd4BZMxXF~fVCefhQQaWqJfqItfXZCqFXPalWj7QXg40McUJbeGc3AGBCwasKp6za2E0L~dj~D8dN688wJ4HcHaaj8iuwYSrHE1ihIRO-OBHnSk5XhVB0g~FES1T4VIBHYnH8SrgwK2RfW~OlEqhv55EniTYjivPM70CvD1MPj9PaqHHoYAShqCuBaqfmT1D6nkZv0n-ExrN~HeesgA09snu-PQoqFC8lZeQqVN4fZMPK935Td~B-AaRBowt845uoMYFkAwi-Vl~dHzFM44kQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Comedy, Drama, Romance",Kim Jung-ho quits being a prosecutor despite a promising future after discovering the dirty secrets of his prosecutor father. Kim Yu-ri is a strong-willed and righteous woman.,"Lee Seung-gi, Lee Se-yeong, Oh Min-seok",N/A
My Golden Life,Hwanggeumbit Nae Insaeng,??? ? ??,TV Series,2017-2018,N/A,1h 5m,52,1,2,7.4,1.2K,1200,https://m.media-amazon.com/images/M/MV5BZjQzNzQ5ZGItYjNhNi00N2UxLWJjMzktYjZmMjU4MTgyNjNiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Drama, Romance","A woman has a chance for success, but falls into a bottomless pit of her life. She looks for ways to find happiness through her circumstance.","Park Shi-hoo, Shin Hye-sun, Lee Tae-Hwan",N/A
Find Me in Your Memory,N/A,? ??? ???,TV Series,2020,N/A,35m,32,1,1,7.3,1.2K,1200,https://m.media-amazon.com/images/M/MV5BMzcxZjQ4NTUtZmZiMi00MDZkLWFmYWMtZjk3N2Y5YzhjMTY2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3741238041/1434659607842-pgv4ql-1636539604144.mp4?Expires=1730936481&Signature=hpmjZa9YLse0AGlwv-NtBgkRKbVwzBZKIWiVjam4Zg9FhdTbHqqsGIlGQGy6YF9aTPrt444IXwp-9ujl9koF3uyckWoD-wlbJCMAWr-a6KrDEt3L9xGSk8Ul44GlUBZF6MOkv9nJUGgZ1LNkx78-UxS11CVB3Dlt6NHOFLT84uhk8seGEhF7cs~y7fBkmvX5~TvQadAa276YhVqNFsmVILtm3qcEO4qk~NyNsDvz3HOWPOzgkgt7MNSqWUR5Ht6iFTqu6BV47mOZtadiVAvzfaf-SXg~GstmyVbiKSMl3~cXiI1lFeCBp3vrHff7kxDjeyFEfHdX~y2YQPax0RZqxg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Fantasy, Mystery, Romance",A love story between a man who remembers every second of his life and a woman who forgot her painful past.,"Kim Dong-wook, Moon Ga-young, Lee Seung-joon",N/A
A Piece of Your Mind,Half of a half,?? ?,TV Series,2020,N/A,1h 10m,12,1,1,7.3,1.2K,1200,https://m.media-amazon.com/images/M/MV5BMWIxYmU4MDItNGEwNS00OGJlLWFlYTctYTI3ZmExZmQ0MTJhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Comedy, Romance",A romance about an artificial intelligence (AI) programmer and classical recording engineer.,"Jung Hae-in, Chae Soo-bin, Lee Hana",N/A
The Scholar Who Walks the Night,Bameul geotneun seonbi,?? ?? ??,TV Series,2015,N/A,N/A,20,1,1,7.2,1.2K,1200,https://m.media-amazon.com/images/M/MV5BOWYxNjFkZTYtYzIwNi00YWZhLWI3NDgtY2JlNjljNzQ0ZmViXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Action, Fantasy, History, Romance","Jo Yang-sun disguises himself as a bookseller after the fall of his family. Meet Kim Sung-yeol, a vampire obsessed with his former love's double Choi Hye-ryung. The evil vampire Gwi conspires to deny the ascension of the Crown Prince.","Lee Joon-gi, Lee Soo-hyuk, Kim So-eun",N/A
A Wonderful Sight,Gukyeongi,???,TV Series,2021,N/A,1h 10m,12,1,1,7.1,1.2K,1200,https://m.media-amazon.com/images/M/MV5BNDNmOWFiYTItYjA5ZS00YTU2LWE0ZDQtNWNhOWNjMzJkY2EzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1149616921/1434659607842-pgv4ql-1634698315947.mp4?Expires=1730940600&Signature=LFGJX9EWp-TdHu7Rj~7WK5iXdHPtv17NBZsiLujWyoZGwzFt5pMPF6D63UjTxj4e99T8ZzpV4PKg94I9wOtQoRbTZnYDzGO7kIHnzyT1co4Lq~9vSwjA16hSnZD~kmpPC~XMpzUszUZXUGw2ggQhTtbxhFJeIxOUfEZg4YfnCsD-lnWSfBKYljdAwHCAb9trCfj3a-KDz0I9yg8QWTbFk3xxWnTCfuyi7NDkQ54QpwlWwPZ-KoXyws3xO4hVcnOv5aGGO-~Mvt~qGAY8uxbyVUu1-XFsdlfh7HsjjVTFhvUl9731keNLangvndMhMc2tjy68ANAZAIJc9~dkbXqXMw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Action, Comedy, Thriller","A reclusive ex-cop reenters the game as an insurance investigator, searching for clues in crime scenes perfectly staged by a serial killer in her midst.","Lee Yeong-ae, Kim Hye-jun, Kwak Sun-young",Watch on Netflix (https://www.netflix.com/watch/81486374)
Was It Love,N/A,?? ?????,TV Series,2020,TV-MA,1h 10m,16,1,1,7.1,1.2K,1200,https://m.media-amazon.com/images/M/MV5BYTdhYTczNDctNjNmNi00Zjc0LTk1M2YtZWJiMTg2ZmY0MWFjXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1344912921/1434659607842-pgv4ql-1592494579906.mp4?Expires=1730940610&Signature=OY7HynblVYvfflnPjJyAeTWcfrZ2Lm7fTE2Ru64RwsxRaMBTm3IYsQ-wTYnXkRK~Rb5xJmwwNBr4vqYxb1vuiy7qbUCzvFcB5FDiiTUIWBJEJZ84gC-pzqVI6lfoG2RpDO5T~H6NXtopVdYFDhNtRnGDybVSNsbilKD-8pwOUoL4dR8IDuPB5MXUiBbB1~xkUMsg-6m4NQ4EFPhamheEvl2OJOI5DyWr~xu99zxVyyaXq-cnR2~-BEFJ3f0bRcdzHi~-ZfSWoUmg~BPEl6goje1HR2Zxc1vmywLNr-LX8v~5nASJjSkC4yBtGoV3bljcpLYWLONdjKtl0-2W~dbaJA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Comedy, Drama, Romance","""Was it love?"" is a romantic drama about a single mother of 14 years who is stuck between an attractive man who is bad, an attractive man who is young and a sexy man who is scary.","Song Ji-hyo, Son Ho-joon, Jong-ho Song",Watch on Netflix (https://www.netflix.com/watch/81289013)
365: Repeat the Year,365: Unmyeongeul Geoseuleuneun 1nyeon,365: ??? ???? 1?,TV Series,2020,N/A,30m,24,1,1,7.9,1.1K,1100,https://m.media-amazon.com/images/M/MV5BNzM2MzAwMmYtYmE2NS00ODFjLWI2YTgtMzQxZDhlZjM2NTZhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,N/A,"Crime, Drama, Fantasy, Mystery, Thriller","A story where ten people get the chance to go back in time by one year, but unexpectedly mysterious situations start to arise when their fates are changed and twisted in the process.","Lee Jun-hyuk, Nam Ji-hyun, Kim Ji-Soo",N/A
Love All Play,Neoege Ganeun Sokdo 493km,??? ?? ?? 493km,TV Series,2022,N/A,1h 10m,16,1,1,7.7,1.1K,1100,https://m.media-amazon.com/images/M/MV5BMjA4NWIyMmQtZjVkZi00ODZlLThiYjctM2IxNWE0NzM2OTQ0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi362660377/1434659607842-pgv4ql-1651641917301.mp4?Expires=1730932293&Signature=tv9bEdC8OOY3lgZR3wnyGdwJBG3E1pJJI0WXZDq6h2kVdY7bmRM3IdJXaGzknM0jITWBgRJVuRdCfsJHl8Ut2PdO94E0gjBVrtMKMGAkkhin3tcx7QOsy8PIqrhBNbB0qpashDFvtWZN9x4joDpqvxdO-fExjU7bVT1uhNwYcpFODRfL1jfwbmDcVvW9wIPH9C6V6toazIJrNeR0f8p0ndm9~~Z1PQMXpJHKtioMokWsezvF9NO2IUUKG20OywEypLarI5BRVF07hix7EfA-o-6AXGN3mL4VBNXFi5NTS8amrV48ACZNLQil23oNX-h6GnFB6WbqNVztJZaPHhJR-Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama, Romance, Sport",A romantic sports drama depicting the passion and affection for badminton of a male and female protagonist who are a mixed doubles group with players from the commercial badminton team.,"Park Ju-hyun, Chae Jong-hyeop, Park Ji-hyun",N/A
Mad Dog,Maedeudok,???,TV Series,2017,N/A,1h,16,1,1,7.6,1.1K,1100,https://m.media-amazon.com/images/M/MV5BOGRkY2ExYWEtMWIzMS00YzY3LTlkYTItMTI3MDJhMzJkODE2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3112354585/1434659607842-pgv4ql-1634538449882.mp4?Expires=1730936220&Signature=fkwpi~j2YejZywt3kQgCv2e41z2ueJX8e331zyFksNMDWZ--mhB2M-x6VozXVXv4WwT10Rh-t3acH0vwPwyHOlhwWO~vGNsHpBB3-vn~FIEUUilTbkCmckiuL1nFQTv-CgeEM70DeZjpAM9V2Rc5cIrbfBGwlStu8EnNT4zG3VKsnzMqAwGHi3JGPksQi32qLAjEN7oNo9EXCls9LAjqUZkRCWJehuBDWZRKOwaRfulXNg2AkT4bs4uDT9ipzWdOb9tCnLUj8fGCJ4GzQ-l~U9vuJzucmzM2uAVGej2~Po0Y3TanCAo0BPjKFM1ymGp3xxevvdukUkU6du1t91Xf5g__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Crime, Drama, Thriller","After a plane crash took his family, an ex-cop forms an investigation team and meets a genius ex-con whose brother died, starting a rivalry and partnership.","Baek Ji-won, Hong Soo-hyun, Choi Won-young","Watch on Freevee (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e3c2115f-2640-4209-96f2-0e1646afcfcd?ref=imdb_web&autoplay=1&ref_=imdbref_tt_wbr_shv__fdv&tag=imdbtag_tt_wbr_shv__fdv-20), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.42b9804c-a2fa-ba3a-8463-5b4f372ba387), Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.92a9f7c5-fc71-9184-5cab-31217cacf4fd)"
May I Help You,N/A,?????,TV Series,2022,N/A,1h,16,1,1,7.6,1.1K,1100,https://m.media-amazon.com/images/M/MV5BODgxZDAzZGQtYmVjNi00YTRmLTg1OWUtMzM2NzBiMDcyMjRlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi3521299737/1434659607842-pgv4ql-1670954863059.mp4?Expires=1730932793&Signature=ZyBK9H-WgweGpk5EhxKkTJBSc8-p3WyffcdS1R6bFNbG~LSPrwGM-qj7~VaLMWN0491HuNmpclkZgRfp8TkUgbSCXXCHoCMRE6lh60kMv0bY871kO0Q3Y6W0HqBq7eEHTSM7ZZ1H8lXj6~AvYL1cgkXzRX~CWi-4wsMuc5OeezNp4V7e29YZ-yB-CLfJM~xdkiMUebvtbrgqFUS3uPHJIkWI~MMAkW7tACWQHx-MYhGqXA-9QZ6442y5EAtU~1l06kSNV~7nRMdpEWymLXH-aOheE9g~K5tR~2tqQCz8-iGLsA6DBCbX1dXiaflkSr5xV5kgCR5b1HYt0EHwyoZVKw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,"Korean Drama, Drama",Baek Dong-Joo works as a funeral director who has a supernatural power that allows her to see and talk to the dead.,"Lee Jun-young, Lee Hyeri, Ahn Hyun-ho",Watch on Prime Video (https://www.amazon.com/gp/video/detail/amzn1.dv.gti.6fe904b8-74ff-4d53-b89a-902ef55ab40f)
Divorce Attorney Shin,N/A,"???, ??",TV Series,2023,TV-MA,1h,12,1,1,7.5,1.1K,1100,https://m.media-amazon.com/images/M/MV5BYjljMWUzMTEtY2U2OS00Y2QzLWIwODctY2E1OTE3MjFiNDg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg,https://imdb-video.media-imdb.com/vi1688978457/1434659607842-pgv4ql-1676987764030.mp4?Expires=1730940776&Signature=VgXwK1b5c9wwF2ejnZ4NOp9xv5Q757GtUjrAF0SOV5TqKQtFd4Ivq7tg3PrA5oM6QtejHzBIvw0dz0H9bRDd3ddLLOdOftx5hE8~CWnEsJG4~inapxafSg9ZnEVMj0wkfFlgIckqhns0pWnuPmhllnyFxDOoeHNQThCVO65VHv6CJmBT6Kj4Jh6YSCy0n2CetuddpERtZeMGJmAyaHN2K58QB5pO40iH0Q0eh~0UJz3Lf5rJlyG-kFE0a6wQ6wCMpZkc~2Ge8-mnjeMT2ZlJJy1sX0I827wpnkNKEp9q3haJgZUPh0Jb9~1cdhBn3hd9mQahgGoHIQhUYgsczvioQg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,Drama,"Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce - fighting for his clients to win by any means necessary.","Han Hye-jin, Kim Seong-gyoon, Cho Seung-woo",Watch on Netflix (https://www.netflix.com/watch/81671939)
